Preco,Preco_Predito,Erro,Erro_Absoluto
21012,21317,-305,305
9722,11058,-1336,1336
29166,17263,11903,11903
36968,32255,4713,4713
6586,3444,3142,3142
16935,10858,6077,6077
34497,36027,-1530,1530
65858,46292,19566,19566
21395,21717,-322,322
7213,6738,475,475
13172,10428,2744,2744
19130,40512,-21382,21382
9722,14067,-4345,4345
13987,17286,-3299,3299
26657,20845,5812,5812
862,29857,-28995,28995
11604,14561,-2957,2957
6115,7249,-1134,1134
627,2263,-1636,1636
38574,34484,4090,4090
9565,8174,1391,1391
68994,41758,27236,27236
19914,22647,-2733,2733
627,8413,-7786,7786
18817,17740,1077,1077
,6370,,
3600,6594,-2994,2994
41917,39764,2153,2153
22894,4075,18819,18819
4500,4991,-491,491
,16406,,
862,909,-47,47
90947,89310,1637,1637
31361,6030,25331,25331
1725,4436,-2711,2711
26657,25668,989,989
24029,29894,-5865,5865
17876,26686,-8810,8810
37564,41181,-3617,3617
30734,15832,14902,14902
16778,12577,4201,4201
8355,10768,-2413,2413
3763,2492,1271,1271
8154,16771,-8617,8617
,6202,,
7683,13427,-5744,5744
2822,4442,-1620,1620
21169,27820,-6651,6651
9722,10880,-1158,1158
,2269,,
3293,6846,-3553,3553
549,3782,-3233,3233
314,3006,-2692,2692
14113,9544,4569,4569
60897,43523,17374,17374
784,1519,-735,735
18817,16651,2166,2166
23129,30254,-7125,7125
14454,18192,-3738,3738
17249,15833,1416,1416
15053,17303,-2250,2250
314,3977,-3663,3663
5645,6247,-602,602
29489,32535,-3046,3046
57507,50872,6635,6635
25512,36498,-10986,10986
14113,13815,298,298
37633,25625,12008,12008
48610,34067,14543,14543
470,1824,-1354,1354
,1707,,
8154,6807,1347,1347
5645,8196,-2551,2551
470,3066,-2596,2596
25000,24695,305,305
188,1594,-1406,1406
13799,9567,4232,4232
11604,13391,-1787,1787
3763,3526,237,237
941,2797,-1856,1856
10192,19746,-9554,9554
30420,34189,-3769,3769
16756,16331,425,425
,2618,,
,3236,,
12231,17900,-5669,5669
9722,7081,2641,2641
36,16816,-16780,16780
9722,6973,2749,2749
6429,5081,1348,1348
6586,7777,-1191,1191
188,3854,-3666,3666
17249,16525,724,724
13799,16026,-2227,2227
19130,17517,1613,1613
28225,20575,7650,7650
11613,15078,-3465,3465
15681,12217,3464,3464
18500,20104,-1604,1604
16621,8420,8201,8201
706,3763,-3057,3057
11133,8397,2736,2736
6899,6199,700,700
91775,78914,12861,12861
4077,6873,-2796,2796
10036,13150,-3114,3114
,14538,,
42337,30713,11624,11624
,22705,,
27770,20758,7012,7012
14959,16021,-1062,1062
14426,17687,-3261,3261
27284,28227,-943,943
56513,46580,9933,9933
1568,2649,-1081,1081
18503,13430,5073,5073
2200,4736,-2536,2536
,3578,,
19817,11965,7852,7852
31047,33683,-2636,2636
47669,42148,5521,5521
28212,23272,4940,4940
19306,18584,722,722
19444,18220,1224,1224
38894,39317,-423,423
392,2884,-2492,2492
157,1523,-1366,1366
7213,7781,-568,568
11133,8397,2736,2736
1568,6235,-4667,4667
,18413,,
1019,1774,-755,755
35124,21125,13999,13999
,9979,,
42171,22020,20151,20151
16151,20640,-4489,4489
13877,17049,-3172,3172
314,2155,-1841,1841
12388,5912,6476,6476
2901,4148,-1247,1247
16004,23569,-7565,7565
45473,27515,17958,17958
13485,12142,1343,1343
26657,24288,2369,2369
17249,23395,-6146,6146
20385,14507,5878,5878
1725,10370,-8645,8645
22580,18958,3622,3622
39389,37196,2193,2193
1019,4460,-3441,3441
19946,20963,-1017,1017
314,1334,-1020,1020
39201,22004,17197,17197
2430,4034,-1604,1604
9722,12193,-2471,2471
12000,7033,4967,4967
52991,43162,9829,9829
3293,4318,-1025,1025
9408,9325,83,83
8781,7689,1092,1092
129521,102181,27340,27340
34497,21572,12925,12925
9408,9513,-105,105
60,20825,-20765,20765
12777,14386,-1609,1609
27065,29592,-2527,2527
2650,4332,-1682,1682
3920,1368,2552,2552
18817,27238,-8421,8421
10976,6886,4090,4090
16308,14930,1378,1378
14426,16657,-2231,2231
470,5057,-4587,4587
9722,7105,2617,2617
16308,15442,866,866
,17237,,
3293,7892,-4599,4599
13485,15058,-1573,1573
47042,47327,-285,285
8154,8323,-169,169
24462,8965,15497,15497
39891,43119,-3228,3228
20385,9117,11268,11268
11133,8397,2736,2736
18189,25610,-7421,7421
784,3637,-2853,2853
16621,11723,4898,4898
19130,16631,2499,2499
,71828,,
11760,22132,-10372,10372
40,3409,-3369,3369
706,3347,-2641,2641
18817,17740,1077,1077
5331,6533,-1202,1202
188,3389,-3201,3201
52665,48959,3706,3706
46728,29704,17024,17024
17249,10629,6620,6620
470,2638,-2168,2168
106627,161926,-55299,55299
18826,19689,-863,863
24123,21882,2241,2241
18189,15642,2547,2547
9095,5343,3752,3752
784,4978,-4194,4194
1019,8328,-7309,7309
12083,23699,-11616,11616
15053,13262,1791,1791
314,2104,-1790,1790
282,8626,-8344,8344
1960,4345,-2385,2385
282,2624,-2342,2342
12544,16248,-3704,3704
1960,3299,-1339,1339
14897,14540,357,357
392,1524,-1132,1132
627,3529,-2902,2902
3136,4008,-872,872
,32266,,
862,1582,-720,720
13799,9814,3985,3985
35570,44273,-8703,8703
35344,39368,-4024,4024
314,18518,-18204,18204
6115,7605,-1490,1490
4500,6136,-1636,1636
4600,8887,-4287,4287
10976,3825,7151,7151
862,2843,-1981,1981
31361,35174,-3813,3813
34836,38513,-3677,3677
,31105,,
40983,36056,4927,4927
5645,7104,-1459,1459
50178,17609,32569,32569
19757,17444,2313,2313
12027,19832,-7805,7805
13328,13117,211,211
15367,15883,-516,516
14021,17331,-3310,3310
17562,13301,4261,4261
14500,17195,-2695,2695
1019,14436,-13417,13417
9565,15377,-5812,5812
27889,22836,5053,5053
3763,4674,-911,911
21012,19420,1592,1592
2117,3602,-1485,1485
12548,20095,-7547,7547
27162,24649,2513,2513
784,5398,-4614,4614
1333,2914,-1581,1581
6500,8937,-2437,2437
17484,18244,-760,760
17923,21953,-4030,4030
31361,5419,25942,25942
42337,33256,9081,9081
5802,6385,-583,583
113025,42928,70097,70097
28000,36250,-8250,8250
282,1331,-1049,1049
2587,1664,923,923
45473,18836,26637,26637
50,16636,-16586,16586
21975,20073,1902,1902
2274,5328,-3054,3054
470,977,-507,507
24148,20495,3653,3653
69807,48501,21306,21306
8781,8866,-85,85
20385,20835,-450,450
31047,2741,28306,28306
18189,23282,-5093,5093
862,2476,-1614,1614
6743,6535,208,208
19757,18507,1250,1250
28000,8159,19841,19841
1490,1163,327,327
29166,24481,4685,4685
15530,19621,-4091,4091
15053,15559,-506,506
706,4435,-3729,3729
21639,28485,-6846,6846
39201,53945,-14744,14744
10036,8287,1749,1749
20385,14503,5882,5882
706,3094,-2388,2388
53188,57140,-3952,3952
26657,5256,21401,21401
8467,5773,2694,2694
10976,17218,-6242,6242
627,2930,-2303,2303
7213,2828,4385,4385
25716,19851,5865,5865
31204,29469,1735,1735
251,4733,-4482,4482
10976,11862,-886,886
10349,10047,302,302
31361,3687,27674,27674
13485,11875,1610,1610
6899,5698,1201,1201
15053,15805,-752,752
5018,4795,223,223
11992,11390,602,602
12388,5912,6476,6476
22580,22419,161,161
549,9442,-8893,8893
,9729,,
5331,5970,-639,639
2666,3963,-1297,1297
13485,12890,595,595
21326,35215,-13889,13889
4077,3887,190,190
56136,30449,25687,25687
,10396,,
19444,16963,2481,2481
26528,28436,-1908,1908
12858,10704,2154,2154
23521,28242,-4721,4721
,16148,,
2195,3907,-1712,1712
10976,12044,-1068,1068
8154,4106,4048,4048
5018,4716,302,302
39226,44619,-5393,5393
33908,35887,-1979,1979
15681,17461,-1780,1780
12231,12320,-89,89
627,2533,-1906,1906
13172,16617,-3445,3445
42052,46089,-4037,4037
10976,13519,-2543,2543
,20508,,
22063,22180,-117,117
784,16049,-15265,15265
33214,30014,3200,3200
7997,22175,-14178,14178
3136,2336,800,800
220,2828,-2608,2608
5175,4561,614,614
2000,3052,-1052,1052
2822,3511,-689,689
75266,44265,31001,31001
5331,6681,-1350,1350
60,10598,-10538,10538
66799,57693,9106,9106
23700,10274,13426,13426
941,2726,-1785,1785
17249,15348,1901,1901
2038,12022,-9984,9984
706,3603,-2897,2897
18189,47647,-29458,29458
13015,18133,-5118,5118
13485,10600,2885,2885
73071,38415,34656,34656
15053,14121,932,932
18760,21002,-2242,2242
21639,17768,3871,3871
13485,8120,5365,5365
470,4674,-4204,4204
6743,5870,873,873
18189,16851,1338,1338
3400,4585,-1185,1185
23834,36469,-12635,12635
24618,9177,15441,15441
3293,5252,-1959,1959
37633,38622,-989,989
1098,3132,-2034,2034
2509,4214,-1705,1705
6899,13534,-6635,6635
34980,44272,-9292,9292
8467,16270,-7803,7803
35,7037,-7002,7002
8781,4917,3864,3864
157,4778,-4621,4621
40456,45625,-5169,5169
14583,2795,11788,11788
78,3541,-3463,3463
392,1422,-1030,1030
2901,13553,-10652,10652
2274,2525,-251,251
44545,38555,5990,5990
21012,2624,18388,18388
22266,17038,5228,5228
45210,48929,-3719,3719
32302,32558,-256,256
29075,31338,-2263,2263
784,2745,-1961,1961
784,4202,-3418,3418
12701,17912,-5211,5211
3607,3618,-11,11
40889,52932,-12043,12043
30734,32293,-1559,1559
250,17169,-16919,16919
8154,4640,3514,3514
5645,5451,194,194
9879,6337,3542,3542
11604,10586,1018,1018
8781,11463,-2682,2682
48566,56001,-7435,7435
19444,18649,795,795
20171,18704,1467,1467
20385,22658,-2273,2273
13799,16219,-2420,2420
2430,5235,-2805,2805
2509,3795,-1286,1286
13172,12409,763,763
21953,19358,2595,2595
24148,20665,3483,3483
4500,6512,-2012,2012
14113,9476,4637,4637
14897,17416,-2519,2519
17249,17640,-391,391
19416,15524,3892,3892
392,1422,-1030,1030
21012,19005,2007,2007
7527,15355,-7828,7828
17405,15732,1673,1673
2352,2972,-620,620
22947,18425,4522,4522
84675,58845,25830,25830
9722,9804,-82,82
17876,16416,1460,1460
10349,14978,-4629,4629
862,909,-47,47
13328,7357,5971,5971
549,5613,-5064,5064
53000,75696,-22696,22696
13000,29090,-16090,16090
19707,18574,1133,1133
7997,6200,1797,1797
2901,3260,-359,359
37580,46803,-9223,9223
8781,8989,-208,208
20385,9885,10500,10500
13799,14807,-1008,1008
3607,4722,-1115,1115
5959,9315,-3356,3356
10349,7718,2631,2631
16411,15939,472,472
13485,10358,3127,3127
3763,4025,-262,262
4234,2025,2209,2209
,19727,,
29793,23073,6720,6720
3293,8367,-5074,5074
15053,36619,-21566,21566
3800,3832,-32,32
21953,17195,4758,4758
8781,7804,977,977
16308,15685,623,623
784,9151,-8367,8367
17405,38140,-20735,20735
,16438,,
15681,18540,-2859,2859
45473,33819,11654,11654
42544,40861,1683,1683
4077,4382,-305,305
9722,7359,2363,2363
627,20645,-20018,20018
251,1232,-981,981
131716,120997,10719,10719
22063,22180,-117,117
23207,13180,10027,10027
29166,32359,-3193,3193
18189,19578,-1389,1389
27284,27148,136,136
18679,18518,161,161
16894,22558,-5664,5664
14113,29640,-15527,15527
10976,11174,-198,198
7213,2378,4835,4835
12231,5686,6545,6545
10976,9399,1577,1577
6586,3733,2853,2853
9095,5736,3359,3359
392,2793,-2401,2401
23521,13640,9881,9881
12849,14935,-2086,2086
31047,24214,6833,6833
3,8127,-8124,8124
11604,10190,1414,1414
19068,16664,2404,2404
29479,2793,26686,26686
4704,4292,412,412
,5717,,
251,4733,-4482,4482
7000,11047,-4047,4047
26657,33945,-7288,7288
8674,9830,-1156,1156
,11280,,
15681,15851,-170,170
7213,7214,-1,1
7997,3299,4698,4698
31361,30884,477,477
10976,58752,-47776,47776
8781,8019,762,762
14426,10926,3500,3500
19823,18747,1076,1076
12544,15220,-2676,2676
19130,11321,7809,7809
38574,20317,18257,18257
5018,6418,-1400,1400
2666,4764,-2098,2098
5488,15830,-10342,10342
5018,5610,-592,592
188,8592,-8404,8404
22580,20802,1778,1778
4861,7012,-2151,2151
157,8160,-8003,8003
94083,17741,76342,76342
8000,7972,28,28
2822,3511,-689,689
15053,13384,1669,1669
22580,18258,4322,4322
1019,1774,-755,755
10506,9975,531,531
3763,13441,-9678,9678
9252,6945,2307,2307
19444,4080,15364,15364
9405,24321,-14916,14916
14113,16477,-2364,2364
11917,9668,2249,2249
11807,14644,-2837,2837
17942,18020,-78,78
60,14227,-14167,14167
40456,25609,14847,14847
27356,22847,4509,4509
,14883,,
3058,3005,53,53
862,596,266,266
27598,25335,2263,2263
13000,10703,2297,2297
470,20261,-19791,19791
14113,14619,-506,506
,18923,,
706,3195,-2489,2489
,15750,,
22825,27132,-4307,4307
5959,6568,-609,609
15053,15534,-481,481
48914,46799,2115,2115
31361,64412,-33051,33051
23239,22204,1035,1035
14583,15461,-878,878
25716,19975,5741,5741
314,4612,-4298,4298
,56121,,
19757,13800,5957,5957
50,9753,-9703,9703
30,6742,-6712,6712
26657,24118,2539,2539
14113,14505,-392,392
5959,8435,-2476,2476
15053,14704,349,349
11604,23478,-11874,11874
20071,18412,1659,1659
5018,4451,567,567
28830,23732,5098,5098
5018,4186,832,832
784,6341,-5557,5557
5959,9548,-3589,3589
10036,7347,2689,2689
11290,11472,-182,182
12231,16228,-3997,3997
11604,10019,1585,1585
,3490,,
17484,19592,-2108,2108
862,3834,-2972,2972
20764,23029,-2265,2265
14426,9866,4560,4560
23207,15305,7902,7902
58172,58173,-1,1
13485,3018,10467,10467
31047,3347,27700,27700
188,10977,-10789,10789
2038,12060,-10022,10022
3763,5179,-1416,1416
1646,2618,-972,972
100,24279,-24179,24179
627,4544,-3917,3917
26971,24326,2645,2645
3136,3106,30,30
30734,26170,4564,4564
9565,12187,-2622,2622
470,5994,-5524,5524
1411,7002,-5591,5591
17249,19866,-2617,2617
392,2916,-2524,2524
12231,16530,-4299,4299
,11966,,
16465,20386,-3921,3921
,2793,,
14113,17365,-3252,3252
10036,10717,-681,681
27284,22100,5184,5184
314,2104,-1790,1790
5488,3637,1851,1851
4704,7686,-2982,2982
15524,12861,2663,2663
8123,6983,1140,1140
,32302,,
15000,8455,6545,6545
15053,17813,-2760,2760
8154,8611,-457,457
6272,6066,206,206
392,1422,-1030,1030
6272,3312,2960,2960
3293,4766,-1473,1473
11290,8955,2335,2335
75266,49392,25874,25874
7840,6885,955,955
470,4524,-4054,4054
12980,17523,-4543,4543
33556,15274,18282,18282
3763,7902,-4139,4139
48998,46698,2300,2300
14113,16086,-1973,1973
19130,19848,-718,718
6241,12381,-6140,6140
2038,2972,-934,934
17562,18677,-1115,1115
,13517,,
28357,31177,-2820,2820
549,17544,-16995,16995
67000,81203,-14203,14203
1490,3114,-1624,1624
46728,29704,17024,17024
5488,3637,1851,1851
31361,33047,-1686,1686
3607,2525,1082,1082
23207,17748,5459,5459
26030,25588,442,442
32910,32255,655,655
19444,16097,3347,3347
1411,3222,-1811,1811
13328,7357,5971,5971
21169,19496,1673,1673
8781,5972,2809,2809
36065,31327,4738,4738
25299,23348,1951,1951
157,9807,-9650,9650
4391,3586,805,805
34497,24269,10228,10228
20542,28966,-8424,8424
44457,42285,2172,2172
24415,20694,3721,3721
627,3529,-2902,2902
20266,17042,3224,3224
392,3752,-3360,3360
10663,8776,1887,1887
17876,8980,8896,8896
22894,20853,2041,2041
13172,21318,-8146,8146
50805,56235,-5430,5430
7840,19600,-11760,11760
68994,85967,-16973,16973
13000,17824,-4824,4824
69,8089,-8020,8020
549,14692,-14143,14143
12544,15658,-3114,3114
470,6840,-6370,6370
22266,25679,-3413,3413
21012,25181,-4169,4169
5331,5049,282,282
30,5225,-5195,5195
25089,20185,4904,4904
7997,4167,3830,3830
11604,10604,1000,1000
941,38415,-37474,37474
12388,20059,-7671,7671
34497,21227,13270,13270
470,3161,-2691,2691
35438,22810,12628,12628
21953,17107,4846,4846
42024,32186,9838,9838
470,3512,-3042,3042
57698,49213,8485,8485
21953,21174,779,779
7840,9736,-1896,1896
21012,16817,4195,4195
13328,7638,5690,5690
10036,7070,2966,2966
19914,19630,284,284
2430,4034,-1604,1604
30671,22214,8457,8457
26030,16281,9749,9749
1254,9296,-8042,8042
22894,19876,3018,3018
16621,16426,195,195
8467,7444,1023,1023
62722,41733,20989,20989
4391,2486,1905,1905
37984,33635,4349,4349
157,8952,-8795,8795
11500,4464,7036,7036
32929,28363,4566,4566
1960,6486,-4526,4526
24415,21664,2751,2751
3136,4548,-1412,1412
282,1965,-1683,1683
13172,13265,-93,93
706,3603,-2897,2897
784,8475,-7691,7691
94,7645,-7551,7551
14834,17889,-3055,3055
31,6064,-6033,6033
21639,12544,9095,9095
188,2531,-2343,2343
,38852,,
31361,27182,4179,4179
19030,18745,285,285
28241,19857,8384,8384
17876,23373,-5497,5497
58018,19271,38747,38747
29586,30370,-784,784
14069,17299,-3230,3230
862,2776,-1914,1914
9408,13130,-3722,3722
6586,7019,-433,433
36065,33600,2465,2465
,11606,,
15718,14477,1241,1241
1646,4201,-2555,2555
53314,33703,19611,19611
,4177,,
12858,10766,2092,2092
83891,13375,70516,70516
16465,16249,216,216
22063,22322,-259,259
314,3070,-2756,2756
39829,39117,712,712
80,9443,-9363,9363
37006,64675,-27669,27669
20385,17751,2634,2634
314,1705,-1391,1391
19416,19007,409,409
12880,15716,-2836,2836
141124,82817,58307,58307
10976,15984,-5008,5008
10349,10347,2,2
64604,20068,44536,44536
30,7200,-7170,7170
8311,3702,4609,4609
11290,16727,-5437,5437
27654,19440,8214,8214
13877,15907,-2030,2030
17562,14865,2697,2697
,4266,,
10663,10423,240,240
6752,7982,-1230,1230
7175,12526,-5351,5351
6272,9600,-3328,3328
470,4102,-3632,3632
11917,10360,1557,1557
68994,21242,47752,47752
47042,42814,4228,4228
31361,33047,-1686,1686
17158,14532,2626,2626
14740,14691,49,49
19757,14580,5177,5177
2666,2933,-267,267
12231,12968,-737,737
627,2579,-1952,1952
,10099,,
1803,1557,246,246
16894,17462,-568,568
23521,31231,-7710,7710
392,7539,-7147,7147
7840,9133,-1293,1293
31650,31160,490,490
36065,33010,3055,3055
26030,19197,6833,6833
,11327,,
6586,12397,-5811,5811
20266,18573,1693,1693
32104,34560,-2456,2456
200,12407,-12207,12207
12231,8998,3233,3233
5331,6447,-1116,1116
26343,31864,-5521,5521
35124,29307,5817,5817
392,2830,-2438,2438
8881,14463,-5582,5582
17249,18599,-1350,1350
,41819,,
392,1422,-1030,1030
7213,2828,4385,4385
11133,4185,6948,6948
16308,15990,318,318
44545,50205,-5660,5660
12231,11345,886,886
17035,15660,1375,1375
14269,11831,2438,2438
12950,10271,2679,2679
706,23680,-22974,22974
23414,23250,164,164
3500,7076,-3576,3576
15659,19869,-4210,4210
6743,6795,-52,52
14113,16231,-2118,2118
15257,15664,-407,407
8781,13967,-5186,5186
49459,44093,5366,5366
72268,62264,10004,10004
1960,14295,-12335,12335
392,3152,-2760,2760
392,2336,-1944,1944
3763,5179,-1416,1416
297930,159869,138061,138061
24148,23036,1112,1112
23521,23892,-371,371
11917,13187,-1270,1270
12858,17257,-4399,4399
24628,17306,7322,7322
15994,6031,9963,9963
2901,1960,941,941
18503,20356,-1853,1853
21395,22139,-744,744
12544,10453,2091,2091
3700,6710,-3010,3010
17249,15937,1312,1312
29216,24606,4610,4610
3763,3553,210,210
16590,20469,-3879,3879
21000,16552,4448,4448
1725,4548,-2823,2823
627,2533,-1906,1906
25089,10000,15089,15089
157,4778,-4621,4621
30891,29159,1732,1732
16935,14211,2724,2724
7840,8027,-187,187
18817,10023,8794,8794
21953,10167,11786,11786
21326,17473,3853,3853
862,3028,-2166,2166
8500,7939,561,561
8467,6844,1623,1623
2430,4034,-1604,1604
37984,37710,274,274
81539,60590,20949,20949
7213,14637,-7424,7424
46728,21935,24793,24793
9700,7364,2336,2336
3763,7557,-3794,3794
54568,40767,13801,13801
62722,45539,17183,17183
251,1407,-1156,1156
94,2678,-2584,2584
549,3617,-3068,3068
706,4643,-3937,3937
6272,8632,-2360,2360
1568,11001,-9433,9433
7527,8837,-1310,1310
15053,16303,-1250,1250
784,7193,-6409,6409
12544,12118,426,426
54186,46580,7606,7606
4391,4678,-287,287
13799,17303,-3504,3504
17876,43948,-26072,26072
314,1705,-1391,1391
7840,7504,336,336
3763,5179,-1416,1416
12388,13201,-813,813
40,5484,-5444,5444
34497,91804,-57307,57307
10663,18921,-8258,8258
23991,22367,1624,1624
17562,24581,-7019,7019
6899,7388,-489,489
50,11273,-11223,11223
16894,17462,-568,568
2100,3860,-1760,1760
392,971,-579,579
20382,16898,3484,3484
16621,19911,-3290,3290
13172,8901,4271,4271
10349,11788,-1439,1439
,16392,,
11917,13226,-1309,1309
392,8036,-7644,7644
19121,18212,909,909
13172,16804,-3632,3632
549,4886,-4337,4337
18817,15612,3205,3205
34111,43683,-9572,9572
11604,14617,-3013,3013
15681,13266,2415,2415
43134,42241,893,893
14269,2347,11922,11922
10036,6410,3626,3626
10036,10383,-347,347
17942,15749,2193,2193
1646,2609,-963,963
8154,4640,3514,3514
20372,21409,-1037,1037
4234,4965,-731,731
60345,45846,14499,14499
370,50149,-49779,49779
157,3053,-2896,2896
18503,50163,-31660,31660
866800,21693,845107,845107
10976,7677,3299,3299
7840,7655,185,185
9408,16710,-7302,7302
39201,48180,-8979,8979
862,4639,-3777,3777
12544,9493,3051,3051
862,6754,-5892,5892
10976,16187,-5211,5211
33500,46964,-13464,13464
,4110,,
,1645,,
11290,11528,-238,238
38822,39211,-389,389
1019,1543,-524,524
103491,66130,37361,37361
10976,6846,4130,4130
35043,32285,2758,2758
706,7391,-6685,6685
3293,14355,-11062,11062
25591,19543,6048,6048
17562,17124,438,438
35403,39299,-3896,3896
11290,12332,-1042,1042
25744,17678,8066,8066
9408,7728,1680,1680
19444,16917,2527,2527
43000,33390,9610,9610
40,4233,-4193,4193
941,3686,-2745,2745
8938,10027,-1089,1089
12858,40767,-27909,27909
17562,16148,1414,1414
4234,4640,-406,406
28830,23780,5050,5050
35269,36369,-1100,1100
3136,8548,-5412,5412
15524,14199,1325,1325
13956,13191,765,765
34497,38630,-4133,4133
15994,19664,-3670,3670
13658,14597,-939,939
17249,22170,-4921,4921
16935,16622,313,313
,28490,,
1646,1404,242,242
13799,13811,-12,12
,23494,,
23533,25414,-1881,1881
6272,4705,1567,1567
17249,8837,8412,8412
25926,19554,6372,6372
13328,17997,-4669,4669
5645,6594,-949,949
6600,6518,82,82
37125,43328,-6203,6203
23521,26383,-2862,2862
3763,4810,-1047,1047
,3997,,
314,3006,-2692,2692
10349,10726,-377,377
23703,29336,-5633,5633
53580,47305,6275,6275
35000,27315,7685,7685
9095,9897,-802,802
,18266,,
16621,27818,-11197,11197
20698,22517,-1819,1819
29479,22899,6580,6580
